address,bathrooms,country,detailedType_typology,detailedType_subTypology,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,numPhotos,operation,hasParkingSpace,parkingSpaceIncluded,parkingSpacePrice,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts_subtitle,suggestedTexts_title,thumbnail,url,geopoint
barrio Almagro,2,es,flat,,2341,Chamberí,False,838,2,False,False,True,False,False,40.4362288,-3.6939698,Madrid,Almagro,False,11,rent,,,,1850.0,19.0,8.3420497E7,flat,Madrid,3,False,95.0,good,"Almagro, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b4/31/27/617664559.jpg,https://www.idealista.com/inmueble/83420497/,POINT(-3.6939698 40.4362288)
"plaza de la Cebada, Madrid",1,es,flat,,875,Centro,True,Guido Alberto tlf. 675 728 461,5,False,False,True,False,False,40.4092,-3.70748,Madrid,Palacio,False,23,rent,,,,1300.0,29.0,8.3420229E7,flat,Madrid,2,False,45.0,good,"Palacio, Madrid","Piso en plaza de la Cebada, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/31/41/617662771.jpg,https://www.idealista.com/inmueble/83420229/,POINT(-3.70748 40.4092)
"calle San Gregorio, 17",2,es,flat,,1005,Centro,True,,3,False,False,True,False,False,40.4240012,-3.6972318,Madrid,Chueca-Justicia,False,16,rent,,,,1800.0,19.0,8.3416071E7,flat,Madrid,2,True,94.0,good,"Chueca-Justicia, Madrid","Piso en calle San Gregorio, 17",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/9f/71/617568919.jpg,https://www.idealista.com/inmueble/83416071/,POINT(-3.6972318 40.4240012)
"calle de Diego de León, 56",1,es,flat,,2990,Salamanca,True,,2,False,False,True,False,False,40.4342508,-3.6774484,Madrid,Lista,False,9,rent,True,False,120.0,1400.0,23.0,8.3416203E7,flat,Madrid,1,True,60.0,good,"Lista, Madrid","Piso en calle de Diego de León, 56",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/41/7a/ab/617574264.jpg,https://www.idealista.com/inmueble/83416203/,POINT(-3.6774484 40.4342508)
"paseo de la Virgen del Puerto, Madrid",2,es,flat,,1316,Arganzuela,True,PASEO VIRGEN DEL PUERTO,5,False,False,True,False,False,40.4130699,-3.7189806,Madrid,Imperial,False,56,rent,,,,1600.0,14.0,8.3420437E7,flat,Madrid,2,False,111.0,good,"Imperial, Madrid","Piso en paseo de la Virgen del Puerto, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3b/bc/70/617664252.jpg,https://www.idealista.com/inmueble/83420437/,POINT(-3.7189806 40.4130699)
"calle del Gasómetro, 11",1,es,flat,studio,1406,Arganzuela,True,,2,False,False,True,False,False,40.4043363,-3.7079349,Madrid,Acacias,False,7,rent,,,,700.0,19.0,8.3408122E7,studio,Madrid,0,True,37.0,good,"Acacias, Madrid","Estudio en calle del Gasómetro, 11",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5a/a2/cb/617422072.jpg,https://www.idealista.com/inmueble/83408122/,POINT(-3.7079349 40.4043363)
"avenida de Carmen Amaya, 33",2,es,flat,,9043,Leganés norte,True,,2,False,False,True,False,False,40.3419151,-3.7462666,Leganés,Leganés norte,False,20,rent,True,True,,900.0,8.0,3.7140699E7,flat,Madrid,4,True,107.0,good,"Leganés norte, Leganés","Piso en avenida de Carmen Amaya, 33",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/74/8e/211381220.jpg,https://www.idealista.com/inmueble/37140699/,POINT(-3.7462666 40.3419151)
"calle del Príncipe de Vergara, 255",1,es,flat,,4939,Chamartín,True,,5,False,False,True,False,False,40.4561113,-3.6773377,Madrid,Bernabéu-Hispanoamérica,False,12,rent,True,False,100.0,1500.0,21.0,8.3420222E7,flat,Madrid,2,True,70.0,good,"Bernabéu-Hispanoamérica, Madrid","Piso en calle del Príncipe de Vergara, 255",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/de/f0/69/617662130.jpg,https://www.idealista.com/inmueble/83420222/,POINT(-3.6773377 40.4561113)
"calle de Aceuchal, 3",1,es,flat,,3877,Carabanchel,True,,2,False,False,True,False,False,40.3918888,-3.736408,Madrid,San Isidro,False,11,rent,True,True,,800.0,10.0,8.341524E7,flat,Madrid,2,True,77.0,good,"San Isidro, Madrid","Piso en calle de Aceuchal, 3",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/ef/84/617555248.jpg,https://www.idealista.com/inmueble/83415240/,POINT(-3.736408 40.3918888)
ronda atocha,2,es,flat,,1332,Centro,True,A247,1,False,False,True,False,False,40.4059707,-3.6970294,Madrid,Lavapiés-Embajadores,False,13,rent,,,,1600.0,17.0,8.3420163E7,flat,Madrid,3,False,95.0,good,"Lavapiés-Embajadores, Madrid",Piso en ronda atocha,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/44/69/96/617656843.jpg,https://www.idealista.com/inmueble/83420163/,POINT(-3.6970294 40.4059707)
barrio Trafalgar,2,es,flat,,1717,Chamberí,True,836,4,False,False,True,False,False,40.4320971,-3.7041744,Madrid,Trafalgar,False,23,rent,,,,2400.0,15.0,8.3420102E7,flat,Madrid,4,False,165.0,good,"Trafalgar, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/c3/f3/617657479.jpg,https://www.idealista.com/inmueble/83420102/,POINT(-3.7041744 40.4320971)
"calle Mártires, 18",1,es,flat,,14761,Casco Antiguo,True,,1,False,False,True,False,False,40.4090159,-3.8782341,Boadilla del Monte,,False,11,rent,,,,900.0,11.0,2028048.0,flat,Madrid,2,True,80.0,good,"Casco Antiguo, Boadilla del Monte","Piso en calle Mártires, 18",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b4/28/4b/2511048.jpg,https://www.idealista.com/inmueble/2028048/,POINT(-3.8782341 40.4090159)
calle Argumosa,2,es,flat,penthouse,806,Centro,True,,6,False,False,True,False,False,40.4098879,-3.7007414,Madrid,Lavapiés-Embajadores,False,18,rent,,,,3600.0,34.0,8.3419796E7,penthouse,Madrid,4,False,105.0,good,"Lavapiés-Embajadores, Madrid",Ático en calle Argumosa,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ff/23/cd/617850250.jpg,https://www.idealista.com/inmueble/83419796/,POINT(-3.7007414 40.4098879)
"calle de Santa Casilda, 3",1,es,flat,,1529,Arganzuela,True,,5,False,False,True,False,False,40.4049664,-3.7136927,Madrid,Imperial,False,17,rent,,,,1200.0,29.0,8.341159E7,flat,Madrid,1,True,42.0,good,"Imperial, Madrid","Piso en calle de Santa Casilda, 3",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/54/d4/617532364.jpg,https://www.idealista.com/inmueble/83411590/,POINT(-3.7136927 40.4049664)
calle Tomas Lopez,1,es,flat,,3140,Salamanca,True,,5,False,False,True,False,False,40.4288746,-3.6707184,Madrid,Goya,False,12,rent,True,False,150.0,1200.0,17.0,2.6899408E7,flat,Madrid,1,False,70.0,good,"Goya, Madrid",Piso en calle Tomas Lopez,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/e5/2a/48093389.jpg,https://www.idealista.com/inmueble/26899408/,POINT(-3.6707184 40.4288746)
"calle de la Montera, Madrid",3,es,flat,,227,Centro,True,Guido Alberto tlf. 675 728 461,5,False,False,True,False,False,40.41758,-3.70177,Madrid,Sol,False,7,rent,,,,4000.0,17.0,8.3419488E7,flat,Madrid,9,False,230.0,good,"Sol, Madrid","Piso en calle de la Montera, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/ac/07/617646090.jpg,https://www.idealista.com/inmueble/83419488/,POINT(-3.70177 40.41758)
"calle tejar, 17",1,es,flat,,14310,Zona Carretera del Plantío,True,,-1,False,False,True,False,False,40.4764682,-3.8539109,Majadahonda,,False,23,rent,,,,810.0,16.0,3.3510315E7,flat,Madrid,1,True,52.0,good,"Zona Carretera del Plantío, Majadahonda","Piso en calle tejar, 17",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/dc/d7/617635702.jpg,https://www.idealista.com/inmueble/33510315/,POINT(-3.8539109 40.4764682)
"avenida Santuario de Valverde, Madrid",2,es,flat,,10151,Fuencarral,True,"SANTUARIO DE VALVERDE, 54",1,False,False,True,False,False,40.5077834,-3.6968978,Madrid,Montecarmelo,False,22,rent,True,True,,1400.0,16.0,8.3419673E7,flat,Madrid,3,False,90.0,good,"Montecarmelo, Madrid","Piso en avenida Santuario de Valverde, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/e1/19/617646408.jpg,https://www.idealista.com/inmueble/83419673/,POINT(-3.6968978 40.5077834)
"calle Joaquín Lorenzo, 52",1,es,flat,studio,6787,Fuencarral,True,,1,False,False,True,False,False,40.4747252,-3.7288764,Madrid,Peñagrande,False,10,rent,,,,600.0,17.0,2.6781755E7,studio,Madrid,0,True,35.0,good,"Peñagrande, Madrid","Estudio en calle Joaquín Lorenzo, 52",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8a/2a/72/46586862.jpg,https://www.idealista.com/inmueble/26781755/,POINT(-3.7288764 40.4747252)
"calle de valverde, 11",1,es,flat,,534,Centro,False,VALVERDE 1º INT,1,False,False,False,False,False,40.4212029,-3.7021125,Madrid,Malasaña-Universidad,False,10,rent,,,,1000.0,15.0,3.1010176E7,flat,Madrid,2,True,65.0,good,"Malasaña-Universidad, Madrid","Piso en calle de valverde, 11",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/df/3d/617645739.jpg,https://www.idealista.com/inmueble/31010176/,POINT(-3.7021125 40.4212029)
"calle de las Cañas, Madrid",2,es,flat,,6021,Ciudad Lineal,True,,4,False,False,True,False,False,40.4583396,-3.6587323,Madrid,Colina,False,11,rent,True,True,,1050.0,12.0,8.341967E7,flat,Madrid,2,False,85.0,good,"Colina, Madrid","Piso en calle de las Cañas, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1f/76/ff/617647093.jpg,https://www.idealista.com/inmueble/83419670/,POINT(-3.6587323 40.4583396)
calle Alfredo Marquerie,2,es,flat,,7906,Fuencarral,True,AVI-DQ-AMAR1650,9,False,False,True,False,False,40.4877575,-3.7055496,Madrid,La Paz,False,24,rent,True,True,,1650.0,12.0,8.3419596E7,flat,Madrid,4,False,140.0,good,"La Paz, Madrid",Piso en calle Alfredo Marquerie,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/93/07/617646078.jpg,https://www.idealista.com/inmueble/83419596/,POINT(-3.7055496 40.4877575)
calle Máiquez,1,es,flat,,2720,Retiro,False,,6,False,False,True,False,False,40.4170489,-3.6720345,Madrid,Ibiza,False,15,rent,,,,1050.0,16.0,3.996026E7,flat,Madrid,1,False,65.0,good,"Ibiza, Madrid",Piso en calle Máiquez,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/c3/ee/270641626.jpg,https://www.idealista.com/inmueble/39960260/,POINT(-3.6720345 40.4170489)
castillo,1,es,flat,studio,1857,Chamberí,False,,1,False,False,False,False,False,40.4331067,-3.7003708,Madrid,Trafalgar,False,17,rent,,,,850.0,28.0,8.1202157E7,studio,Madrid,0,False,30.0,good,"Trafalgar, Madrid",Estudio en castillo,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/56/38/10/572156933.jpg,https://www.idealista.com/inmueble/81202157/,POINT(-3.7003708 40.4331067)
"calle de el Algabeño, Madrid",1,es,flat,,7667,Hortaleza,True,"ALGABEÑO, 53",1,False,False,True,False,False,40.4604096,-3.6341324,Madrid,Conde Orgaz-Piovera,False,22,rent,True,True,,1200.0,19.0,8.3419131E7,flat,Madrid,2,False,63.0,good,"Conde Orgaz-Piovera, Madrid","Piso en calle de el Algabeño, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/e6/85/617634328.jpg,https://www.idealista.com/inmueble/83419131/,POINT(-3.6341324 40.4604096)
calle CLARA DEL REY,1,es,flat,,4326,Chamartín,True,AVI-DQ-CDELREY951,6,False,False,True,False,False,40.4443764,-3.6682937,Madrid,Prosperidad,False,17,rent,,,,950.0,13.0,8.3419101E7,flat,Madrid,1,False,75.0,good,"Prosperidad, Madrid",Piso en calle CLARA DEL REY,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/fc/e5/617634062.jpg,https://www.idealista.com/inmueble/83419101/,POINT(-3.6682937 40.4443764)
barrio Zona Pueblo,4,es,chalet,independantHouse,10042,Zona Pueblo,False,ms 122741,0,False,False,False,False,False,40.444033,-3.8172355,Pozuelo de Alarcón,Zona Pueblo,False,8,rent,True,True,,2800.0,6.0,8.3419057E7,chalet,Madrid,5,False,438.0,good,"Zona Pueblo, Pozuelo de Alarcón",Casa independiente,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/57/70/617633686.jpg,https://www.idealista.com/inmueble/83419057/,POINT(-3.8172355 40.444033)
"paseo de la Castellana, 193",1,es,flat,,5791,Tetuán,True,PC 401 1d,4,False,False,True,False,False,40.4675351,-3.6895146,Madrid,Ventilla-Almenara,False,20,rent,,,,980.0,15.0,8.3418899E7,flat,Madrid,1,True,66.0,good,"Ventilla-Almenara, Madrid","Piso en paseo de la Castellana, 193",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f2/35/bd/617630059.jpg,https://www.idealista.com/inmueble/83418899/,POINT(-3.6895146 40.4675351)
narváez,2,es,flat,,2230,Retiro,True,IL-03119,3,False,False,True,True,True,40.4168375,-3.6778131,Madrid,Ibiza,False,36,rent,,,,1700.0,20.0,8.2922297E7,flat,Madrid,2,False,83.0,good,"Ibiza, Madrid",Piso en narváez,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/80/43/617619306.jpg,https://www.idealista.com/inmueble/82922297/,POINT(-3.6778131 40.4168375)
calle CLARA DEL REY,1,es,flat,,4335,Chamartín,True,AVI-DQ-CDELREY950,5,False,False,True,False,False,40.4438764,-3.6674937,Madrid,Prosperidad,False,19,rent,,,,950.0,13.0,8.3418767E7,flat,Madrid,1,False,75.0,good,"Prosperidad, Madrid",Piso en calle CLARA DEL REY,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/a7/db/617627065.jpg,https://www.idealista.com/inmueble/83418767/,POINT(-3.6674937 40.4438764)
barrio El Viso,2,es,chalet,independantHouse,3877,Chamartín,False,C039MJRM618,0,False,False,False,False,False,40.4462767,-3.6799822,Madrid,El Viso,False,20,rent,,,,3300.0,18.0,8.3418688E7,chalet,Madrid,3,False,180.0,good,"El Viso, Madrid",Casa independiente,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e3/51/db/617625348.jpg,https://www.idealista.com/inmueble/83418688/,POINT(-3.6799822 40.4462767)
"calle de Jorge Juan, Madrid",1,es,flat,,3448,Salamanca,False,AVI-JD-JORGEJUAN1250,2,False,False,True,False,True,40.4231366,-3.6643183,Madrid,Fuente del Berro,False,28,rent,,,,1250.0,20.0,8.3418689E7,flat,Madrid,1,False,62.0,good,"Fuente del Berro, Madrid","Piso en calle de Jorge Juan, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/20/9c/617626106.jpg,https://www.idealista.com/inmueble/83418689/,POINT(-3.6643183 40.4231366)
"calle Castillo, 14",1,es,flat,studio,1939,Chamberí,False,,2,False,False,False,False,False,40.4336488,-3.6989937,Madrid,Trafalgar,False,9,rent,,,,625.0,18.0,2.8088894E7,studio,Madrid,0,True,35.0,good,"Trafalgar, Madrid","Estudio en calle Castillo, 14",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/4e/be/64770395.jpg,https://www.idealista.com/inmueble/28088894/,POINT(-3.6989937 40.4336488)
barrio Ciudad Universitaria,1,es,flat,,4740,Moncloa,True,,4,False,False,True,False,False,40.4588936,-3.7117778,Madrid,Ciudad Universitaria,False,12,rent,,,,900.0,13.0,8.3418616E7,flat,Madrid,2,False,70.0,good,"Ciudad Universitaria, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/a5/9e/617624624.jpg,https://www.idealista.com/inmueble/83418616/,POINT(-3.7117778 40.4588936)
"calle de Gaztambide, Madrid s/n",1,es,flat,,2245,Chamberí,True,Gaztambide/1855,-1,False,False,True,False,False,40.4349704,-3.715328,Madrid,Gaztambide,False,9,rent,,,,899.0,16.0,8.3418574E7,flat,Madrid,2,True,55.0,good,"Gaztambide, Madrid","Piso en calle de Gaztambide, Madrid s/n",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/2f/b3/617623644.jpg,https://www.idealista.com/inmueble/83418574/,POINT(-3.715328 40.4349704)
"calle César González Ruano, Madrid",1,es,flat,,4795,Ciudad Lineal,True,,3,False,False,True,False,False,40.4389604,-3.6556708,Madrid,San Pascual,False,13,rent,,,,690.0,17.0,8.3418588E7,flat,Madrid,1,False,40.0,good,"San Pascual, Madrid","Piso en calle César González Ruano, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/5f/82/617622652.jpg,https://www.idealista.com/inmueble/83418588/,POINT(-3.6556708 40.4389604)
"calle del Mezquite, Madrid",2,es,flat,,2672,Arganzuela,True,04123,4,False,False,True,True,True,40.3980447,-3.6841853,Madrid,Delicias,False,24,rent,,,,1200.0,18.0,8.3418537E7,flat,Madrid,2,False,67.0,good,"Delicias, Madrid","Piso en calle del Mezquite, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f9/7c/35/617621642.jpg,https://www.idealista.com/inmueble/83418537/,POINT(-3.6841853 40.3980447)
barrio La Cabaña,1,es,chalet,independantHouse,11510,Urbanizaciones,False,cr1118,0,False,False,False,False,False,40.41719,-3.84013,Pozuelo de Alarcón,La Cabaña,False,11,rent,True,True,,1400.0,18.0,8.3418386E7,chalet,Madrid,2,False,80.0,good,"La Cabaña, Pozuelo de Alarcón",Casa independiente,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/8c/c4/618014618.jpg,https://www.idealista.com/inmueble/83418386/,POINT(-3.84013 40.41719)
"calle de Arcos de Jalón, 40",1,es,flat,,7324,San Blas,False,,5,False,False,True,False,False,40.4225682,-3.6179868,Madrid,Arcos,False,10,rent,,,,850.0,11.0,2.5086352E7,flat,Madrid,3,True,80.0,good,"Arcos, Madrid","Piso en calle de Arcos de Jalón, 40",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/db/21/25907461.jpg,https://www.idealista.com/inmueble/25086352/,POINT(-3.6179868 40.4225682)
barrio Ciudad Jardín,2,es,flat,,4350,Chamartín,True,AM1812003,-1,False,False,True,True,True,40.4467548,-3.6713243,Madrid,Ciudad Jardín,False,34,rent,True,True,,1500.0,14.0,8.3418321E7,flat,Madrid,2,False,105.0,good,"Ciudad Jardín, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/ee/55/617616546.jpg,https://www.idealista.com/inmueble/83418321/,POINT(-3.6713243 40.4467548)
calle de marbella,2,es,flat,,8554,Fuencarral,True,,1,False,False,False,False,True,40.493468,-3.698537,Madrid,Mirasierra,False,30,rent,True,True,,1450.0,14.0,3.2155758E7,flat,Madrid,3,False,105.0,good,"Mirasierra, Madrid",Piso en calle de marbella,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/68/ba/127436403.jpg,https://www.idealista.com/inmueble/32155758/,POINT(-3.698537 40.493468)
paseo de los parques,3,es,flat,duplex,11718,Encinar de los Reyes,True,,2,False,False,True,False,False,40.5133162,-3.6489684,La Moraleja,,False,30,rent,True,True,,2950.0,18.0,8.3418097E7,duplex,Madrid,4,False,160.0,good,"Encinar de los Reyes, La Moraleja",Dúplex en paseo de los parques,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/95/6e/617613200.jpg,https://www.idealista.com/inmueble/83418097/,POINT(-3.6489684 40.5133162)
barrio Palos de Moguer,1,es,flat,,1565,Arganzuela,False,Mopalos300,-1,False,False,True,False,False,40.4064273,-3.6914579,Madrid,Palos de Moguer,False,2,rent,,,,850.0,15.0,3.8754992E7,flat,Madrid,2,False,55.0,good,"Palos de Moguer, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/a3/02/247480785.jpg,https://www.idealista.com/inmueble/38754992/,POINT(-3.6914579 40.4064273)
barrio Prado de Somosaguas,3,es,flat,,7992,Zona Prado de Somosaguas - La Finca,True,ms 122011,-1,False,False,True,False,False,40.4106318,-3.7982448,Pozuelo de Alarcón,Prado de Somosaguas,False,26,rent,True,True,,1750.0,7.0,8.3417854E7,flat,Madrid,4,False,250.0,good,"Prado de Somosaguas, Pozuelo de Alarcón",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ef/fe/a5/617607316.jpg,https://www.idealista.com/inmueble/83417854/,POINT(-3.7982448 40.4106318)
eduardo Adaro,1,es,flat,,4376,Tetuán,True,03687,2,False,False,True,True,True,40.4554197,-3.7131264,Madrid,Bellas Vistas,False,19,rent,,,,1100.0,14.0,8.3417788E7,flat,Madrid,3,False,80.0,good,"Bellas Vistas, Madrid",Piso en eduardo Adaro,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/d8/0d/617605932.jpg,https://www.idealista.com/inmueble/83417788/,POINT(-3.7131264 40.4554197)
"calle Nicasio Gallego, Madrid",1,es,flat,,1345,Chamberí,True,STAY J102,2,False,False,True,False,False,40.4285756,-3.7014382,Madrid,Trafalgar,False,7,rent,,,,1000.0,14.0,8.3417774E7,flat,Madrid,1,False,70.0,good,"Trafalgar, Madrid","Piso en calle Nicasio Gallego, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/02/7c/f3/617605392.jpg,https://www.idealista.com/inmueble/83417774/,POINT(-3.7014382 40.4285756)
calle del marqués de la valdavia,1,es,flat,,14706,Alcobendas Centro,True,28-327-695,1,False,False,True,False,False,40.5386943,-3.6371273,Alcobendas,,False,15,rent,,,,700.0,17.0,3.4592096E7,flat,Madrid,1,False,42.0,good,"Alcobendas Centro, Alcobendas",Piso en calle del marqués de la valdavia,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a4/db/b6/166489372.jpg,https://www.idealista.com/inmueble/34592096/,POINT(-3.6371273 40.5386943)
"calle Churruca, Madrid, 2",1,es,flat,studio,1177,Centro,False,,4,False,False,True,True,False,40.4268742,-3.7005202,Madrid,Chueca-Justicia,False,22,rent,,,,900.0,29.0,8.3417574E7,studio,Madrid,0,True,31.0,good,"Chueca-Justicia, Madrid","Estudio en calle Churruca, Madrid, 2",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/8c/57/617609138.jpg,https://www.idealista.com/inmueble/83417574/,POINT(-3.7005202 40.4268742)
"calle de la Princesa, Madrid",1,es,flat,,1184,Moncloa,True,G20657,16,False,False,True,False,False,40.4235332,-3.7148458,Madrid,Argüelles,False,9,rent,,,,1100.0,13.0,8.3416783E7,flat,Madrid,1,False,85.0,good,"Argüelles, Madrid","Piso en calle de la Princesa, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/16/7b/617587592.jpg,https://www.idealista.com/inmueble/83416783/,POINT(-3.7148458 40.4235332)
"camino Huertas, 1",1,es,flat,,9697,Zona Pueblo,True,,1,False,False,True,False,False,40.4437254,-3.8130855,Pozuelo de Alarcón,Zona Pueblo,False,11,rent,True,True,,890.0,13.0,1688824.0,flat,Madrid,1,True,70.0,good,"Zona Pueblo, Pozuelo de Alarcón","Piso en camino Huertas, 1",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bf/09/d5/196141728.jpg,https://www.idealista.com/inmueble/1688824/,POINT(-3.8130855 40.4437254)
barrio Pacífico,3,es,flat,,2608,Retiro,True,,4,False,False,True,False,False,40.4067305,-3.6762494,Madrid,Pacífico,False,16,rent,True,False,150.0,2000.0,13.0,8.3417443E7,flat,Madrid,4,False,150.0,good,"Pacífico, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/98/a3/b7/617599810.jpg,https://www.idealista.com/inmueble/83417443/,POINT(-3.6762494 40.4067305)
"calle de Méjico, 34",1,es,flat,,9854,San Nicasio - Campo de Tiro - Solagua,True,,2,False,False,True,False,False,40.34265,-3.76817,Leganés,V Centenario,False,13,rent,True,True,,750.0,13.0,8.3416941E7,flat,Madrid,2,True,60.0,good,"V Centenario, Leganés","Piso en calle de Méjico, 34",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/a3/91/617595297.jpg,https://www.idealista.com/inmueble/83416941/,POINT(-3.76817 40.34265)
"calle de Narváez, 45",1,es,flat,,2405,Retiro,False,,6,False,False,True,False,False,40.4192622,-3.675948,Madrid,Ibiza,False,10,rent,,,,1350.0,23.0,8.3417101E7,flat,Madrid,2,True,60.0,good,"Ibiza, Madrid","Piso en calle de Narváez, 45",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b0/b5/5e/617592570.jpg,https://www.idealista.com/inmueble/83417101/,POINT(-3.675948 40.4192622)
"calle de Don Ramón de la Cruz, Madrid",3,es,flat,,2109,Salamanca,True,04124,5,False,False,True,True,True,40.4299443,-3.6863805,Madrid,Castellana,False,23,rent,,,,3850.0,18.0,8.3416979E7,flat,Madrid,3,False,210.0,good,"Castellana, Madrid","Piso en calle de Don Ramón de la Cruz, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c5/29/86/617589432.jpg,https://www.idealista.com/inmueble/83416979/,POINT(-3.6863805 40.4299443)
"calle de Narváez, Madrid, 58",1,es,flat,,2363,Retiro,True,04122,2,False,False,True,True,True,40.4188778,-3.676394,Madrid,Ibiza,False,24,rent,,,,1550.0,31.0,8.3416952E7,flat,Madrid,2,True,50.0,good,"Ibiza, Madrid","Piso en calle de Narváez, Madrid, 58",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/b0/04/617588845.jpg,https://www.idealista.com/inmueble/83416952/,POINT(-3.676394 40.4188778)
la Bañeza,1,es,flat,,6469,Fuencarral,True,ANTMAD0081V,3,False,False,True,False,False,40.4742534,-3.7149575,Madrid,Peñagrande,False,3,rent,True,True,,1300.0,15.0,8.341695E7,flat,Madrid,3,False,87.0,good,"Peñagrande, Madrid",Piso en la Bañeza,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/30/48/35/618028402.jpg,https://www.idealista.com/inmueble/83416950/,POINT(-3.7149575 40.4742534)
"calle de Carlos Sole, Madrid",2,es,flat,,5568,Puente de Vallecas,True,"CARLOS SOLE, 70",3,False,False,True,False,False,40.3931899,-3.6460566,Madrid,Portazgo,False,12,rent,,,,800.0,10.0,8.3416925E7,flat,Madrid,3,False,80.0,good,"Portazgo, Madrid","Piso en calle de Carlos Sole, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/21/78/3c/617588412.jpg,https://www.idealista.com/inmueble/83416925/,POINT(-3.6460566 40.3931899)
