address,bathrooms,country,detailedType,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,numPhotos,operation,parkingSpace,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url
"avenida Machupichu, Madrid, 59",2,es,{'typology': 'flat'},7922,Hortaleza,True,,3,False,False,True,False,False,40.4604011,-3.6302709,Madrid,Conde Orgaz-Piovera,False,21,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1425.0,14.0,83465705,flat,Madrid,3,True,105.0,good,"{'subtitle': 'Conde Orgaz-Piovera, Madrid', 'title': 'Piso en avenida Machupichu, Madrid, 59'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/f4/71/618537440.jpg,https://www.idealista.com/inmueble/83465705/
"calle del General Oraá, Madrid",2,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",3027,Salamanca,True,,6,False,False,True,False,False,40.4380101,-3.6819751,Madrid,Castellana,False,21,rent,,2800.0,22.0,83465696,penthouse,Madrid,3,False,130.0,good,"{'subtitle': 'Castellana, Madrid', 'title': 'Ático en calle del General Oraá, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/5b/88/618537575.jpg,https://www.idealista.com/inmueble/83465696/
"calle Juan de Mena, 12",1,es,{'typology': 'flat'},1210,Retiro,False,234-2aov,4,False,False,True,False,False,40.4171445,-3.6898718,Madrid,Jerónimos,False,18,rent,,1400.0,28.0,37535546,flat,Madrid,1,True,50.0,good,"{'subtitle': 'Jerónimos, Madrid', 'title': 'Piso en calle Juan de Mena, 12'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/33/ab/5a/252744230.jpg,https://www.idealista.com/inmueble/37535546/
"calle de Cervantes, 36",1,es,{'typology': 'flat'},736,Centro,False,273-2aov,3,False,False,True,False,False,40.4142083,-3.6960752,Madrid,Huertas-Cortes,False,9,rent,,1250.0,31.0,39617044,flat,Madrid,1,True,40.0,good,"{'subtitle': 'Huertas-Cortes, Madrid', 'title': 'Piso en calle de Cervantes, 36'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/d6/09/263250426.jpg,https://www.idealista.com/inmueble/39617044/
barrio Recoletos,3,es,{'typology': 'flat'},2183,Salamanca,True,00417,4,False,False,True,True,True,40.4258979,-3.6814064,Madrid,Recoletos,False,19,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 150.0}",3000.0,16.0,83465380,flat,Madrid,3,False,190.0,good,"{'subtitle': 'Recoletos, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/62/a3/618530712.jpg,https://www.idealista.com/inmueble/83465380/
calle de Ayala,2,es,{'typology': 'flat'},2885,Salamanca,True,,3,False,False,True,False,False,40.4261433,-3.6724335,Madrid,Goya,False,21,rent,,1900.0,13.0,83465485,flat,Madrid,3,False,145.0,good,"{'subtitle': 'Goya, Madrid', 'title': 'Piso en calle de Ayala'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/e3/18/618532165.jpg,https://www.idealista.com/inmueble/83465485/
"calle del Ave María, Madrid",1,es,{'typology': 'flat'},674,Centro,True,SP 41702,en,False,False,False,False,False,40.4107781,-3.7021907,Madrid,Lavapiés-Embajadores,False,25,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 150.0}",1690.0,24.0,83465420,flat,Madrid,1,False,70.0,good,"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en calle del Ave María, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/4d/cf/618536704.jpg,https://www.idealista.com/inmueble/83465420/
calle del Padre Claret,2,es,{'typology': 'flat'},4431,Chamartín,True,P.Claret.N.P,2,False,False,True,True,False,40.4436719,-3.6656628,Madrid,Prosperidad,False,33,rent,,1600.0,13.0,83465373,flat,Madrid,3,False,123.0,,"{'subtitle': 'Prosperidad, Madrid', 'title': 'Piso en calle del Padre Claret'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7c/64/9c/618529293.jpg,https://www.idealista.com/inmueble/83465373/
calle de Narciso Serra,1,es,{'typology': 'flat'},2395,Retiro,False,ensa-elo-narciso,4,False,False,True,False,False,40.405144,-3.680251,Madrid,Pacífico,False,30,rent,,990.0,22.0,83465343,flat,Madrid,1,False,45.0,,"{'subtitle': 'Pacífico, Madrid', 'title': 'Piso en calle de Narciso Serra'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/10/91/dc/618528698.jpg,https://www.idealista.com/inmueble/83465343/
calle de Ayala,1,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",2111,Salamanca,True,,6,False,False,True,False,False,40.4285011,-3.6846601,Madrid,Recoletos,False,18,rent,,2700.0,18.0,83465337,penthouse,Madrid,2,False,150.0,good,"{'subtitle': 'Recoletos, Madrid', 'title': 'Ático en calle de Ayala'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/84/fa/67/618528739.jpg,https://www.idealista.com/inmueble/83465337/
"calle del Arenal, Madrid",1,es,{'typology': 'flat'},235,Centro,True,,2,False,False,True,False,False,40.4172537,-3.706834,Madrid,Sol,False,11,rent,,950.0,19.0,83465283,flat,Madrid,1,False,50.0,good,"{'subtitle': 'Sol, Madrid', 'title': 'Piso en calle del Arenal, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/f6/8f/618529789.jpg,https://www.idealista.com/inmueble/83465283/
"calle Ministriles, Madrid, 4",1,es,{'typology': 'flat'},621,Centro,False,Viviendas*D10*Ministriles,4,False,False,False,False,True,40.4112286,-3.7024085,Madrid,Lavapiés-Embajadores,False,17,rent,,650.0,22.0,83465280,flat,Madrid,1,True,29.0,good,"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en calle Ministriles, Madrid, 4'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/65/05/618527589.jpg,https://www.idealista.com/inmueble/83465280/
barrio Bernabéu-Hispanoamérica,3,es,{'typology': 'flat'},5086,Chamartín,True,ap18372,9,False,False,True,False,False,40.4577376,-3.6777333,Madrid,Bernabéu-Hispanoamérica,False,12,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1950.0,13.0,83465253,flat,Madrid,3,False,145.0,good,"{'subtitle': 'Bernabéu-Hispanoamérica, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/81/a8/14/618527361.jpg,https://www.idealista.com/inmueble/83465253/
"calle de Doctor Ramón Castroviejo, Madrid, 65",1,es,{'typology': 'flat'},6559,Fuencarral,True,RE-DRC,6,False,False,True,False,False,40.4735466,-3.7246578,Madrid,Peñagrande,False,20,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",865.0,14.0,83465245,flat,Madrid,1,True,60.0,good,"{'subtitle': 'Peñagrande, Madrid', 'title': 'Piso en calle de Doctor Ramón Castroviejo, Madrid, 65'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/ff/53/618527124.jpg,https://www.idealista.com/inmueble/83465245/
josefa Valcárcel,3,es,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",6008,Ciudad Lineal,False,04196,,False,False,,True,True,40.4495883,-3.6478701,Madrid,San Pascual,False,25,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2300.0,9.0,83465218,chalet,Madrid,4,False,260.0,good,"{'subtitle': 'San Pascual, Madrid', 'title': 'Chalet adosado en josefa Valcárcel'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b2/35/64/618526363.jpg,https://www.idealista.com/inmueble/83465218/
barrio Parque Lisboa - La Paz,2,es,{'typology': 'flat'},11808,Parque Lisboa - La Paz,True,9,4,False,False,True,False,False,40.3531373,-3.8158993,Alcorcón,Parque Lisboa - La Paz,False,34,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",950.0,8.0,83465176,flat,Madrid,4,False,125.0,good,"{'subtitle': 'Parque Lisboa - La Paz, Alcorcón', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/84/a8/f2/618525398.jpg,https://www.idealista.com/inmueble/83465176/
calle de la Infanta Mercedes,1,es,{'typology': 'flat'},4701,Tetuán,True,MVB-A3019C,3,False,False,True,False,False,40.4587829,-3.6994431,Madrid,Cuzco-Castillejos,False,6,rent,,1050.0,13.0,83465108,flat,Madrid,2,False,80.0,,"{'subtitle': 'Cuzco-Castillejos, Madrid', 'title': 'Piso en calle de la Infanta Mercedes'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2e/09/ae/618523981.jpg,https://www.idealista.com/inmueble/83465108/
"calle de Claudio Coello, Madrid",1,es,{'typology': 'flat'},1597,Salamanca,True,,3,False,False,True,False,False,40.4219082,-3.6865948,Madrid,Recoletos,False,25,rent,,1600.0,24.0,83465099,flat,Madrid,1,False,68.0,good,"{'subtitle': 'Recoletos, Madrid', 'title': 'Piso en calle de Claudio Coello, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/e0/6c/618523846.jpg,https://www.idealista.com/inmueble/83465099/
barrio Zarzaquemada,1,es,{'typology': 'flat'},10213,Zarzaquemada,True,525-M/0277/SE,6,False,False,True,False,False,40.3313912,-3.7490017,Leganés,Zarzaquemada,False,11,rent,,700.0,9.0,83465094,flat,Madrid,3,False,75.0,good,"{'subtitle': 'Zarzaquemada, Leganés', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/70/6b/618523632.jpg,https://www.idealista.com/inmueble/83465094/
"calle de Claudio Coello, Madrid",1,es,{'typology': 'flat'},1717,Salamanca,True,,3,False,False,True,False,False,40.4250082,-3.6870948,Madrid,Recoletos,False,25,rent,,1700.0,28.0,83465037,flat,Madrid,1,False,60.0,good,"{'subtitle': 'Recoletos, Madrid', 'title': 'Piso en calle de Claudio Coello, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/b0/93/618522709.jpg,https://www.idealista.com/inmueble/83465037/
"calle de los Madrazo, Madrid",2,es,{'typology': 'flat'},665,Centro,True,YQ MAD,3,False,False,True,False,False,40.4190117,-3.6969358,Madrid,Huertas-Cortes,False,29,rent,,2200.0,18.0,83465018,flat,Madrid,3,False,120.0,good,"{'subtitle': 'Huertas-Cortes, Madrid', 'title': 'Piso en calle de los Madrazo, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/85/39/618522376.jpg,https://www.idealista.com/inmueble/83465018/
donoso Cortés,2,es,{'typology': 'flat'},2473,Chamberí,True,3248-14501,4,False,False,True,False,False,40.4381624,-3.7116188,Madrid,Gaztambide,False,20,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1400.0,16.0,83464970,flat,Madrid,2,False,90.0,good,"{'subtitle': 'Gaztambide, Madrid', 'title': 'Piso en donoso Cortés'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0b/75/a9/618521454.jpg,https://www.idealista.com/inmueble/83464970/
"calle de la Princesa, Madrid",1,es,{'typology': 'flat'},1239,Moncloa,True,JT-00413,12,False,False,True,False,False,40.4262332,-3.7116458,Madrid,Argüelles,False,7,rent,,1150.0,20.0,83464965,flat,Madrid,1,False,58.0,good,"{'subtitle': 'Argüelles, Madrid', 'title': 'Piso en calle de la Princesa, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/68/a6/618521382.jpg,https://www.idealista.com/inmueble/83464965/
"calle General Varela, 35",1,es,{'typology': 'flat'},4698,Tetuán,True,,5,False,False,True,False,False,40.4583901,-3.6954431,Madrid,Cuzco-Castillejos,False,18,rent,,800.0,17.0,36645994,flat,Madrid,1,True,47.0,good,"{'subtitle': 'Cuzco-Castillejos, Madrid', 'title': 'Piso en calle General Varela, 35'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/c3/b7/201473054.jpg,https://www.idealista.com/inmueble/36645994/
"calle de Claudio Coello, Madrid",2,es,{'typology': 'flat'},2440,Salamanca,True,,2,False,False,True,False,False,40.4322849,-3.6839267,Madrid,Castellana,False,21,rent,,1850.0,15.0,83464950,flat,Madrid,3,False,127.0,good,"{'subtitle': 'Castellana, Madrid', 'title': 'Piso en calle de Claudio Coello, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2e/11/c1/618520914.jpg,https://www.idealista.com/inmueble/83464950/
"paseo de la Castellana, Madrid, 193",1,es,{'typology': 'flat'},5791,Tetuán,True,RE-PC,1,False,False,True,False,False,40.4675351,-3.6895146,Madrid,Ventilla-Almenara,False,15,rent,,930.0,15.0,83464931,flat,Madrid,1,True,62.0,good,"{'subtitle': 'Ventilla-Almenara, Madrid', 'title': 'Piso en paseo de la Castellana, Madrid, 193'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a5/0b/63/618520699.jpg,https://www.idealista.com/inmueble/83464931/
barrio Concepción,1,es,{'typology': 'flat'},5803,Ciudad Lineal,True,,2,False,False,True,True,False,40.4426483,-3.6447025,Madrid,Concepción,False,19,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",680.0,17.0,32908480,flat,Madrid,1,False,40.0,good,"{'subtitle': 'Concepción, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/5c/96/618518982.jpg,https://www.idealista.com/inmueble/32908480/
calle de Mauricio Legendre,3,es,{'typology': 'flat'},6532,Chamartín,True,A-ELENA-018,2,False,False,True,False,False,40.473739,-3.6858857,Madrid,Castilla,False,14,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1950.0,12.0,83464845,flat,Madrid,3,False,162.0,,"{'subtitle': 'Castilla, Madrid', 'title': 'Piso en calle de Mauricio Legendre'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/e8/fc/618518186.jpg,https://www.idealista.com/inmueble/83464845/
"calle de Atocha, 74",1,es,{'typology': 'flat'},808,Centro,False,,4,False,False,True,True,False,40.4114359,-3.6975186,Madrid,Lavapiés-Embajadores,False,10,rent,,800.0,18.0,83463179,flat,Madrid,1,True,45.0,good,"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en calle de Atocha, 74'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/68/f9/618485679.jpg,https://www.idealista.com/inmueble/83463179/
"virgen de Aranzazu, 15",1,es,{'typology': 'flat'},7806,Fuencarral,True,,4,False,False,True,False,False,40.486099,-3.690568,Madrid,Tres Olivos - Valverde,False,23,rent,,800.0,12.0,83462183,flat,Madrid,3,True,68.0,good,"{'subtitle': 'Tres Olivos - Valverde, Madrid', 'title': 'Piso en virgen de Aranzazu, 15'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4c/04/c6/618469040.jpg,https://www.idealista.com/inmueble/83462183/
"calle de Gutenberg, 4",2,es,{'typology': 'flat'},2335,Retiro,True,,1,False,False,True,False,False,40.4049273,-3.6812805,Madrid,Pacífico,False,17,rent,,1550.0,18.0,83462158,flat,Madrid,2,True,87.0,good,"{'subtitle': 'Pacífico, Madrid', 'title': 'Piso en calle de Gutenberg, 4'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/29/4c/618468268.jpg,https://www.idealista.com/inmueble/83462158/
"calle del General Oraá, 16",1,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",2700,Salamanca,True,,6,False,False,True,False,True,40.436131,-3.6851095,Madrid,Castellana,False,32,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2000.0,15.0,83461218,penthouse,Madrid,2,True,130.0,good,"{'subtitle': 'Castellana, Madrid', 'title': 'Ático en calle del General Oraá, 16'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/40/54/618457443.jpg,https://www.idealista.com/inmueble/83461218/
barrio Goya,2,es,{'typology': 'flat'},2614,Salamanca,True,,5,False,False,True,True,False,40.42356,-3.67464,Madrid,Goya,False,19,rent,,1600.0,18.0,83461083,flat,Madrid,2,False,90.0,good,"{'subtitle': 'Goya, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/63/bc/618447200.jpg,https://www.idealista.com/inmueble/83461083/
"calle de Marcelino Roa Vázquez, 10",1,es,{'typology': 'flat'},5222,Ciudad Lineal,True,,1,False,False,True,False,False,40.427095,-3.6440136,Madrid,Pueblo Nuevo,False,18,rent,,800.0,15.0,83459943,flat,Madrid,1,True,52.0,good,"{'subtitle': 'Pueblo Nuevo, Madrid', 'title': 'Piso en calle de Marcelino Roa Vázquez, 10'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/8e/e3/618427070.jpg,https://www.idealista.com/inmueble/83459943/
"calle del General Lacy, 36",1,es,{'typology': 'flat'},1953,Arganzuela,True,,bj,False,False,False,False,False,40.4021716,-3.6911047,Madrid,Palos de Moguer,False,8,rent,,700.0,17.0,83459942,flat,Madrid,1,True,41.0,good,"{'subtitle': 'Palos de Moguer, Madrid', 'title': 'Piso en calle del General Lacy, 36'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/12/f5/618427146.jpg,https://www.idealista.com/inmueble/83459942/
"calle de la Luna, 30",1,es,{'typology': 'flat'},726,Centro,True,,1,False,False,False,False,False,40.4228839,-3.7067695,Madrid,Malasaña-Universidad,False,21,rent,,1000.0,20.0,83458046,flat,Madrid,1,True,50.0,good,"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en calle de la Luna, 30'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7b/65/07/618392258.jpg,https://www.idealista.com/inmueble/83458046/
"calle de la Sombrerería, 14",2,es,{'typology': 'flat'},1088,Centro,False,,2,False,False,True,False,False,40.40761,-3.69924,Madrid,Lavapiés-Embajadores,False,12,rent,,1000.0,11.0,83457358,flat,Madrid,2,True,91.0,good,"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en calle de la Sombrerería, 14'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/e8/40/618379445.jpg,https://www.idealista.com/inmueble/83457358/
"calle miguel yuste, 21",1,es,{'typology': 'flat'},7237,San Blas,True,,1,False,False,True,False,False,40.439155,-3.623918,Madrid,Simancas,False,15,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 85.0}",820.0,10.0,83456567,flat,Madrid,1,True,80.0,good,"{'subtitle': 'Simancas, Madrid', 'title': 'Piso en calle miguel yuste, 21'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/b1/a5/618365719.jpg,https://www.idealista.com/inmueble/83456567/
"calle Tramontana, 30",2,es,{'typology': 'flat'},7867,Zona Prado de Somosaguas - La Finca,True,,4,False,False,True,False,False,40.4069651,-3.7962198,Pozuelo de Alarcón,Prado de Somosaguas,False,14,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1600.0,13.0,83455313,flat,Madrid,2,True,120.0,good,"{'subtitle': 'Prado de Somosaguas, Pozuelo de Alarcón', 'title': 'Piso en calle Tramontana, 30'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/8b/13/618335457.jpg,https://www.idealista.com/inmueble/83455313/
"calle de Granada, 42",1,es,{'typology': 'flat'},2815,Retiro,True,,5,False,False,True,False,False,40.4031866,-3.6759963,Madrid,Pacífico,False,9,rent,,1150.0,23.0,83402323,flat,Madrid,3,True,50.0,good,"{'subtitle': 'Pacífico, Madrid', 'title': 'Piso en calle de Granada, 42'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/6f/74/618323304.jpg,https://www.idealista.com/inmueble/83402323/
"paseo de las Acacias, 4",2,es,{'typology': 'flat'},1332,Arganzuela,True,,1,False,False,True,False,False,40.4046788,-3.7046841,Madrid,Acacias,False,21,rent,,1300.0,14.0,83453150,flat,Madrid,3,True,90.0,good,"{'subtitle': 'Acacias, Madrid', 'title': 'Piso en paseo de las Acacias, 4'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/75/b7/618304441.jpg,https://www.idealista.com/inmueble/83453150/
plaza VALLES DEL NALON,2,es,{'typology': 'flat'},14694,Covibar - Pablo Iglesias,True,SO-EXT-RIVAS-PLAZAVALLE850,bj,False,False,True,False,True,40.3605175,-3.5470891,Rivas-Vaciamadrid,,False,39,rent,,850.0,7.0,83464539,flat,Madrid,3,False,130.0,good,"{'subtitle': 'Covibar - Pablo Iglesias, Rivas-Vaciamadrid', 'title': 'Piso en plaza VALLES DEL NALON'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/ef/f5/618512502.jpg,https://www.idealista.com/inmueble/83464539/
"calle de Embajadores, Madrid",1,es,{'typology': 'flat'},2165,Arganzuela,True,EMBAJADORES,3,False,False,True,False,False,40.3982739,-3.6956904,Madrid,Chopera,False,11,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",850.0,14.0,83464529,flat,Madrid,1,False,59.0,good,"{'subtitle': 'Chopera, Madrid', 'title': 'Piso en calle de Embajadores, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/ee/bf/618512715.jpg,https://www.idealista.com/inmueble/83464529/
"calle de la Fuente Carrantona, Madrid, 36",2,es,{'typology': 'flat'},6333,Moratalaz,True,,1,False,False,True,False,False,40.4094379,-3.6299575,Madrid,Horcajo,False,50,rent,,850.0,9.0,83464442,flat,Madrid,3,True,98.0,good,"{'subtitle': 'Horcajo, Madrid', 'title': 'Piso en calle de la Fuente Carrantona, Madrid, 36'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/8b/f5/618511016.jpg,https://www.idealista.com/inmueble/83464442/
barrio Casco Histórico de Barajas,2,es,{'typology': 'flat'},12110,Barajas,True,543A,3,False,False,False,False,False,40.4723951,-3.5812091,Madrid,Casco Histórico de Barajas,False,16,rent,,900.0,7.0,83464430,flat,Madrid,3,False,125.0,good,"{'subtitle': 'Casco Histórico de Barajas, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/a6/be/618519542.jpg,https://www.idealista.com/inmueble/83464430/
Encinar de los Reyes,3,es,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",11166,Encinar de los Reyes,False,XA 6090,,False,False,,False,False,40.504709,-3.640688,La Moraleja,,False,40,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2600.0,19.0,83464308,chalet,Madrid,2,False,135.0,good,"{'subtitle': 'Encinar de los Reyes, La Moraleja', 'title': 'Chalet pareado'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/c6/86/618519406.jpg,https://www.idealista.com/inmueble/83464308/
barrio Malasaña-Universidad,1,es,"{'typology': 'flat', 'subTypology': 'studio'}",735,Centro,True,,6,False,False,True,False,False,40.4224018,-3.7084673,Madrid,Malasaña-Universidad,False,22,rent,,650.0,15.0,83464246,studio,Madrid,0,False,42.0,good,"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Estudio'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/b9/87/618510351.jpg,https://www.idealista.com/inmueble/83464246/
calle de Yécora,2,es,{'typology': 'flat'},11356,San Blas,False,ensa-patri-yecora1100,4,False,False,True,False,False,40.4456414,-3.5754966,Madrid,Rejas,False,20,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1100.0,10.0,83464235,flat,Madrid,2,False,110.0,,"{'subtitle': 'Rejas, Madrid', 'title': 'Piso en calle de Yécora'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/33/a7/e2/618507294.jpg,https://www.idealista.com/inmueble/83464235/
"calle de Cristóbal Bordiú, 3",1,es,{'typology': 'flat'},2978,Chamberí,False,2802-015334-01,5,False,False,True,False,False,40.4434338,-3.7035038,Madrid,Nuevos Ministerios-Ríos Rosas,False,15,rent,,1500.0,17.0,83464155,flat,Madrid,3,True,86.0,good,"{'subtitle': 'Nuevos Ministerios-Ríos Rosas, Madrid', 'title': 'Piso en calle de Cristóbal Bordiú, 3'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1d/d3/4b/618505657.jpg,https://www.idealista.com/inmueble/83464155/
barrio Trafalgar,1,es,{'typology': 'flat'},2083,Chamberí,True,3828,5,False,False,True,False,False,40.4351875,-3.7005439,Madrid,Trafalgar,False,12,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 150.0}",1350.0,20.0,83464157,flat,Madrid,1,False,68.0,good,"{'subtitle': 'Trafalgar, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/84/39/618506195.jpg,https://www.idealista.com/inmueble/83464157/
"calle Virgen de las Viñas, Madrid",2,es,{'typology': 'flat'},9022,Villa de Vallecas,True,ARR. VIÑAS 12,4,False,False,True,False,False,40.3796425,-3.6093365,Madrid,Santa Eugenia,False,48,rent,,850.0,9.0,83464116,flat,Madrid,3,False,92.0,good,"{'subtitle': 'Santa Eugenia, Madrid', 'title': 'Piso en calle Virgen de las Viñas, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a4/de/3a/618513385.jpg,https://www.idealista.com/inmueble/83464116/
goya,2,es,{'typology': 'flat'},13967,Golf - El Carralero,True,,2,False,False,True,False,False,40.4527572,-3.8622361,Majadahonda,,False,24,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1350.0,10.0,83464071,flat,Madrid,3,False,130.0,good,"{'subtitle': 'Golf - El Carralero, Majadahonda', 'title': 'Piso en goya'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c2/9a/8d/618503840.jpg,https://www.idealista.com/inmueble/83464071/
"calle Río Guadiana, Leganés",1,es,{'typology': 'flat'},10793,San Nicasio - Campo de Tiro - Solagua,True,,4,False,False,False,False,False,40.3354063,-3.7739022,Leganés,San Nicasio,False,17,rent,,675.0,11.0,83464000,flat,Madrid,2,False,62.0,good,"{'subtitle': 'San Nicasio, Leganés', 'title': 'Piso en calle Río Guadiana, Leganés'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/6c/c7/618502359.jpg,https://www.idealista.com/inmueble/83464000/
barrio Goya,2,es,{'typology': 'flat'},2787,Salamanca,True,,3,False,False,True,False,False,40.4245702,-3.6729106,Madrid,Goya,False,33,rent,,2000.0,16.0,83463968,flat,Madrid,3,False,125.0,good,"{'subtitle': 'Goya, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/10/c8/618501983.jpg,https://www.idealista.com/inmueble/83463968/
