address,bathrooms,country,detailedType,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,numPhotos,operation,parkingSpace,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url
"calle de Modesto Lafuente, Madrid",3,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",2142,Chamberí,True,19p17970,6,False,False,True,True,False,40.4353562,-3.6980805,Madrid,Almagro,False,57,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3800.0,13.0,83436028,penthouse,Madrid,5,False,300.0,good,"{'subtitle': 'Almagro, Madrid', 'title': 'Ático en calle de Modesto Lafuente, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b7/4f/e7/617962174.jpg,https://www.idealista.com/inmueble/83436028/
avenida de la Gran Vía del Sureste,1,es,{'typology': 'flat'},11543,Villa de Vallecas,True,CNI616,1,False,False,True,False,False,40.3602001,-3.5897704,Madrid,Ensanche de Vallecas - La Gavia,False,6,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",700.0,14.0,83436013,flat,Madrid,1,False,50.0,,"{'subtitle': 'Ensanche de Vallecas - La Gavia, Madrid', 'title': 'Piso en avenida de la Gran Vía del Sureste'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/d3/4a/617961930.jpg,https://www.idealista.com/inmueble/83436013/
"calle de la Torrecilla del Leal, Madrid",1,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",723,Centro,True,GN-TORRECilla1190,4,False,False,True,False,False,40.4125356,-3.6975395,Madrid,Lavapiés-Embajadores,False,52,rent,,1190.0,14.0,83435994,penthouse,Madrid,1,False,84.0,good,"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Ático en calle de la Torrecilla del Leal, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/2a/2a/617965027.jpg,https://www.idealista.com/inmueble/83435994/
"calle de Jorge Juan, 129",2,es,{'typology': 'flat'},2990,Salamanca,True,,2,False,False,True,False,False,40.4232672,-3.6699209,Madrid,Goya,False,38,rent,,1190.0,12.0,83435979,flat,Madrid,3,True,100.0,good,"{'subtitle': 'Goya, Madrid', 'title': 'Piso en calle de Jorge Juan, 129'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e0/14/55/617961236.jpg,https://www.idealista.com/inmueble/83435979/
"calle Ercilla, 19",1,es,"{'typology': 'flat', 'subTypology': 'studio'}",1559,Arganzuela,True,,2,False,False,True,False,False,40.4026807,-3.7026488,Madrid,Acacias,False,7,rent,,850.0,12.0,377843,studio,Madrid,0,True,72.0,good,"{'subtitle': 'Acacias, Madrid', 'title': 'Estudio en calle Ercilla, 19'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f9/94/c8/7307349.jpg,https://www.idealista.com/inmueble/377843/
"calle de San Restituto, Madrid",1,es,"{'typology': 'flat', 'subTypology': 'studio'}",5498,Moncloa,True,adc-849,1,False,False,False,False,False,40.4657816,-3.7116237,Madrid,Valdezarza,False,16,rent,,600.0,17.0,83435945,studio,Madrid,0,False,35.0,good,"{'subtitle': 'Valdezarza, Madrid', 'title': 'Estudio en calle de San Restituto, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/1e/1b/617960647.jpg,https://www.idealista.com/inmueble/83435945/
"calle Miguel Servet, Madrid",1,es,{'typology': 'flat'},1182,Centro,True,CMS43,3,False,False,False,True,False,40.4064839,-3.7000983,Madrid,Lavapiés-Embajadores,False,14,rent,,1300.0,17.0,83435944,flat,Madrid,2,False,75.0,good,"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en calle Miguel Servet, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/83/51/e8/617960615.jpg,https://www.idealista.com/inmueble/83435944/
AYLLON,1,es,{'typology': 'flat'},6464,Latina,True,,4,False,False,False,False,False,40.40014,-3.77737,Madrid,Campamento,False,13,rent,,520.0,23.0,38838858,flat,Madrid,1,False,23.0,good,"{'subtitle': 'Campamento, Madrid', 'title': 'Piso en AYLLON'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/0c/e5/248923369.jpg,https://www.idealista.com/inmueble/38838858/
"calle Mallorca, Madrid",1,es,{'typology': 'flat'},1441,Centro,True,"MALLORCA, 3",5,False,False,True,False,False,40.4051477,-3.6963273,Madrid,Lavapiés-Embajadores,False,18,rent,,925.0,15.0,83435935,flat,Madrid,2,False,60.0,good,"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en calle Mallorca, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/32/43/617960403.jpg,https://www.idealista.com/inmueble/83435935/
"calle Condesa de Venadito, 20",3,es,{'typology': 'flat'},5309,Ciudad Lineal,True,TCDV 20 9C  4d,9,False,False,True,False,False,40.444195,-3.652909,Madrid,San Pascual,False,28,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 55.0}",1660.0,12.0,83435934,flat,Madrid,4,True,135.0,good,"{'subtitle': 'San Pascual, Madrid', 'title': 'Piso en calle Condesa de Venadito, 20'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3c/b9/9f/617960601.jpg,https://www.idealista.com/inmueble/83435934/
"calle de Tarragona, Madrid",1,es,"{'typology': 'flat', 'subTypology': 'studio'}",1756,Arganzuela,False,557,3,False,False,True,False,False,40.4024356,-3.695117,Madrid,Palos de Moguer,False,7,rent,,700.0,26.0,83435920,studio,Madrid,0,False,27.0,good,"{'subtitle': 'Palos de Moguer, Madrid', 'title': 'Estudio en calle de Tarragona, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ef/e8/7b/617960310.jpg,https://www.idealista.com/inmueble/83435920/
calle de gonzalo de córdoba,1,es,{'typology': 'flat'},2014,Chamberí,True,RE-9221,3,False,False,True,False,False,40.4346376,-3.7012186,Madrid,Trafalgar,False,10,rent,,1100.0,13.0,33564776,flat,Madrid,1,False,86.0,good,"{'subtitle': 'Trafalgar, Madrid', 'title': 'Piso en calle de gonzalo de córdoba'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/02/8f/6d/148900516.jpg,https://www.idealista.com/inmueble/33564776/
barrio Recoletos,1,es,"{'typology': 'flat', 'subTypology': 'studio'}",2347,Salamanca,False,L113A,1,False,False,True,False,False,40.4303917,-3.6830956,Madrid,Recoletos,False,13,rent,,1100.0,31.0,83435906,studio,Madrid,0,False,35.0,good,"{'subtitle': 'Recoletos, Madrid', 'title': 'Estudio'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/77/02/617959963.jpg,https://www.idealista.com/inmueble/83435906/
"calle Conde de Vistahermosa, Madrid",1,es,{'typology': 'flat'},2755,Carabanchel,True,Piso alquiler Conde de Vistahermosa,2,False,False,False,False,False,40.3925283,-3.711585,Madrid,Comillas,False,14,rent,,920.0,14.0,83435901,flat,Madrid,3,False,67.0,good,"{'subtitle': 'Comillas, Madrid', 'title': 'Piso en calle Conde de Vistahermosa, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/79/11/617959864.jpg,https://www.idealista.com/inmueble/83435901/
"calle del Aviador Zorita, Madrid",2,es,{'typology': 'flat'},3806,Tetuán,True,M-62-00063,2,False,False,True,True,False,40.450448,-3.6970002,Madrid,Cuatro Caminos,False,44,rent,,1350.0,18.0,83435868,flat,Madrid,2,False,75.0,good,"{'subtitle': 'Cuatro Caminos, Madrid', 'title': 'Piso en calle del Aviador Zorita, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2b/94/1a/617959468.jpg,https://www.idealista.com/inmueble/83435868/
barco,1,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",544,Centro,True,G 0029,4,False,False,False,False,False,40.4210378,-3.7013029,Madrid,Malasaña-Universidad,False,10,rent,,1050.0,18.0,83435866,penthouse,Madrid,1,False,60.0,good,"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Ático en barco'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/9b/53/618008954.jpg,https://www.idealista.com/inmueble/83435866/
calle de Francisco Silvela,1,es,{'typology': 'flat'},3151,Salamanca,True,FS-DT,2,False,False,True,True,False,40.4291548,-3.6707422,Madrid,Lista,False,15,rent,,1000.0,23.0,83435803,flat,Madrid,1,False,43.0,good,"{'subtitle': 'Lista, Madrid', 'title': 'Piso en calle de Francisco Silvela'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/9e/fa/617958401.jpg,https://www.idealista.com/inmueble/83435803/
barrio Campo de las Naciones-Corralejos,5,es,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",10766,Barajas,False,A182Q15,,False,False,,False,False,40.4635918,-3.5928789,Madrid,Campo de las Naciones-Corralejos,False,10,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2700.0,9.0,83435738,chalet,Madrid,5,False,300.0,good,"{'subtitle': 'Campo de las Naciones-Corralejos, Madrid', 'title': 'Chalet adosado'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/57/fa/617974313.jpg,https://www.idealista.com/inmueble/83435738/
"gonzalo de cordoba, 17",1,es,{'typology': 'flat'},1791,Chamberí,True,,3,False,False,True,False,False,40.4326763,-3.7019092,Madrid,Trafalgar,False,8,rent,,1100.0,11.0,83435729,flat,Madrid,1,True,100.0,good,"{'subtitle': 'Trafalgar, Madrid', 'title': 'Piso en gonzalo de cordoba, 17'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/14/7d/617957469.jpg,https://www.idealista.com/inmueble/83435729/
avenida Pablo VI,2,es,{'typology': 'flat'},8999,Zona Avenida Europa,True,p161/18 POZUELO DE ALARCÓN,1,False,False,True,False,False,40.4290985,-3.8092196,Pozuelo de Alarcón,Zona Avenida Europa,False,37,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1300.0,12.0,83435718,flat,Madrid,2,False,105.0,good,"{'subtitle': 'Zona Avenida Europa, Pozuelo de Alarcón', 'title': 'Piso en avenida Pablo VI'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ec/a8/68/617958172.jpg,https://www.idealista.com/inmueble/83435718/
"algabeño, 67",2,es,{'typology': 'flat'},7864,Hortaleza,True,TCO ALGA 67 3D 3d,3,False,False,True,False,False,40.4598878,-3.6306068,Madrid,Conde Orgaz-Piovera,False,37,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1425.0,13.0,83435717,flat,Madrid,3,True,106.0,good,"{'subtitle': 'Conde Orgaz-Piovera, Madrid', 'title': 'Piso en algabeño, 67'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c2/3b/f5/617956974.jpg,https://www.idealista.com/inmueble/83435717/
barrio Sanchinarro,2,es,{'typology': 'flat'},8873,Hortaleza,True,02492,5,False,False,True,True,True,40.4878451,-3.656768,Madrid,Sanchinarro,False,24,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1750.0,12.0,83432090,flat,Madrid,4,False,145.0,good,"{'subtitle': 'Sanchinarro, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f6/be/ab/617923238.jpg,https://www.idealista.com/inmueble/83432090/
"calle de Rodríguez San Pedro, Madrid",1,es,{'typology': 'flat'},2016,Chamberí,True,CM2112-291118,6,False,False,True,False,False,40.4329941,-3.7145114,Madrid,Gaztambide,False,18,rent,,1290.0,17.0,83435711,flat,Madrid,2,False,75.0,good,"{'subtitle': 'Gaztambide, Madrid', 'title': 'Piso en calle de Rodríguez San Pedro, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/28/15/6b/617956620.jpg,https://www.idealista.com/inmueble/83435711/
"calle Laurel, 5",1,es,{'typology': 'flat'},1447,Arganzuela,True,,2,False,False,False,False,False,40.40366,-3.7051423,Madrid,Acacias,False,17,rent,,1200.0,15.0,83435689,flat,Madrid,3,True,80.0,good,"{'subtitle': 'Acacias, Madrid', 'title': 'Piso en calle Laurel, 5'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/37/8a/607883373.jpg,https://www.idealista.com/inmueble/83435689/
calle de Arturo Soria,1,es,{'typology': 'flat'},6430,Ciudad Lineal,True,cla0-luis-costillares1h,2,False,False,True,False,False,40.4664886,-3.6656083,Madrid,Costillares,False,5,rent,,925.0,19.0,83435674,flat,Madrid,1,False,50.0,,"{'subtitle': 'Costillares, Madrid', 'title': 'Piso en calle de Arturo Soria'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/b9/9d/617961841.jpg,https://www.idealista.com/inmueble/83435674/
calle Doctor Álvarez Sierra,1,es,{'typology': 'flat'},6261,Ciudad Lineal,True,cla0-luis1h-costillares,3,False,False,True,False,False,40.4659598,-3.6684194,Madrid,Costillares,False,6,rent,,900.0,18.0,83435673,flat,Madrid,1,False,50.0,,"{'subtitle': 'Costillares, Madrid', 'title': 'Piso en calle Doctor Álvarez Sierra'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cf/95/52/617955652.jpg,https://www.idealista.com/inmueble/83435673/
avenida Felipe II,1,es,{'typology': 'flat'},2798,Salamanca,True,247-2msc,4,False,False,,False,False,40.4228642,-3.6721215,Madrid,Goya,False,11,rent,,1100.0,24.0,83435653,flat,Madrid,1,False,45.0,,"{'subtitle': 'Goya, Madrid', 'title': 'Piso en avenida Felipe II'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/e0/02/617955341.jpg,https://www.idealista.com/inmueble/83435653/
"calle Vicente Morales, 3",2,es,{'typology': 'flat'},7585,Hortaleza,True,TCO VM 3 306 2d,3,False,False,True,False,False,40.4617592,-3.6369143,Madrid,Conde Orgaz-Piovera,False,45,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1300.0,13.0,83435586,flat,Madrid,2,True,99.0,good,"{'subtitle': 'Conde Orgaz-Piovera, Madrid', 'title': 'Piso en calle Vicente Morales, 3'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/da/61/617954083.jpg,https://www.idealista.com/inmueble/83435586/
"calle Antonio Larrazabal, Madrid",2,es,{'typology': 'flat'},8047,Hortaleza,True,,4,False,False,True,False,True,40.4603957,-3.6283993,Madrid,Conde Orgaz-Piovera,False,26,rent,,1700.0,17.0,83435563,flat,Madrid,3,False,100.0,good,"{'subtitle': 'Conde Orgaz-Piovera, Madrid', 'title': 'Piso en calle Antonio Larrazabal, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/e4/10/617953736.jpg,https://www.idealista.com/inmueble/83435563/
"calle de Hermosilla, Madrid",2,es,{'typology': 'flat'},2513,Salamanca,True,RE-HER,2,False,False,True,False,False,40.4265621,-3.6774692,Madrid,Goya,False,40,rent,,2200.0,22.0,83435561,flat,Madrid,2,False,100.0,good,"{'subtitle': 'Goya, Madrid', 'title': 'Piso en calle de Hermosilla, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/12/bc/62/617953549.jpg,https://www.idealista.com/inmueble/83435561/
"plaza de las Cortes, Madrid, 3",1,es,{'typology': 'flat'},709,Centro,True,,6,False,False,True,False,False,40.41589,-3.69584,Madrid,Huertas-Cortes,False,26,rent,,1600.0,16.0,83435505,flat,Madrid,2,True,100.0,good,"{'subtitle': 'Huertas-Cortes, Madrid', 'title': 'Piso en plaza de las Cortes, Madrid, 3'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c0/74/bf/617952994.jpg,https://www.idealista.com/inmueble/83435505/
"calle de Máiquez, Madrid s/n",1,es,{'typology': 'flat'},2655,Retiro,True,3443-02460,5,False,False,True,False,False,40.4194049,-3.6729984,Madrid,Ibiza,False,22,rent,,1250.0,27.0,83432807,flat,Madrid,1,True,46.0,good,"{'subtitle': 'Ibiza, Madrid', 'title': 'Piso en calle de Máiquez, Madrid s/n'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/6b/3c/617951079.jpg,https://www.idealista.com/inmueble/83432807/
"calle de Santa Engracia, Madrid",1,es,{'typology': 'flat'},2508,Chamberí,True,11.2,2,False,False,True,False,False,40.4388372,-3.6987881,Madrid,Trafalgar,False,35,rent,,1400.0,21.0,83435484,flat,Madrid,2,False,67.0,good,"{'subtitle': 'Trafalgar, Madrid', 'title': 'Piso en calle de Santa Engracia, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/17/7b/617954896.jpg,https://www.idealista.com/inmueble/83435484/
"calle del Camino del Cura, Madrid",3,es,"{'typology': 'flat', 'subTypology': 'duplex'}",11575,Encinar de los Reyes,True,,2,False,False,True,False,False,40.5074985,-3.6373327,La Moraleja,,False,25,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2900.0,17.0,83435460,duplex,Madrid,4,False,170.0,good,"{'subtitle': 'Encinar de los Reyes, La Moraleja', 'title': 'Dúplex en calle del Camino del Cura, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/1c/82/617951874.jpg,https://www.idealista.com/inmueble/83435460/
"calle de Emilio Rubin, Madrid",2,es,{'typology': 'flat'},6471,Ciudad Lineal,True,EERR-DT,1,False,False,True,False,False,40.4635253,-3.6588208,Madrid,Colina,False,14,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 100.0}",1250.0,14.0,83435444,flat,Madrid,2,False,90.0,good,"{'subtitle': 'Colina, Madrid', 'title': 'Piso en calle de Emilio Rubin, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/2a/7c/617951332.jpg,https://www.idealista.com/inmueble/83435444/
"calle de Ayala, Madrid, 32",1,es,{'typology': 'flat'},2017,Salamanca,True,,6,False,False,True,False,False,40.4277011,-3.6852601,Madrid,Recoletos,False,18,rent,,2700.0,18.0,83435419,flat,Madrid,2,True,150.0,good,"{'subtitle': 'Recoletos, Madrid', 'title': 'Piso en calle de Ayala, Madrid, 32'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/27/08/617950885.jpg,https://www.idealista.com/inmueble/83435419/
barrio Palos de Moguer,1,es,{'typology': 'flat'},1826,Arganzuela,True,DS004,6,False,False,True,True,False,40.4023628,-3.6935244,Madrid,Palos de Moguer,False,53,rent,,1200.0,17.0,83435253,flat,Madrid,1,False,70.0,good,"{'subtitle': 'Palos de Moguer, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/d8/bd/617947863.jpg,https://www.idealista.com/inmueble/83435253/
"paseo de los Parques, 6",3,es,"{'typology': 'flat', 'subTypology': 'duplex'}",11552,Encinar de los Reyes,True,Pº PARQUES 6,2,False,False,True,False,False,40.5122162,-3.6505684,La Moraleja,,False,22,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3000.0,15.0,83435251,duplex,Madrid,4,True,200.0,good,"{'subtitle': 'Encinar de los Reyes, La Moraleja', 'title': 'Dúplex en paseo de los Parques, 6'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/95/23/0f/617947964.jpg,https://www.idealista.com/inmueble/83435251/
"calle Columela, Madrid, 13",2,es,{'typology': 'flat'},1595,Salamanca,True,,2,False,False,True,False,False,40.421268,-3.6863131,Madrid,Recoletos,False,42,rent,,3100.0,13.0,83435250,flat,Madrid,4,True,230.0,good,"{'subtitle': 'Recoletos, Madrid', 'title': 'Piso en calle Columela, Madrid, 13'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/74/5f/617947717.jpg,https://www.idealista.com/inmueble/83435250/
"calle COLOMBIA, 16",1,es,{'typology': 'flat'},5093,Chamartín,True,,3,False,False,True,False,False,40.4568135,-3.6751986,Madrid,Bernabéu-Hispanoamérica,False,6,rent,,1400.0,16.0,83435226,flat,Madrid,3,True,85.0,good,"{'subtitle': 'Bernabéu-Hispanoamérica, Madrid', 'title': 'Piso en calle COLOMBIA, 16'}",https://img3.idealista.com/blur/WEB_LISTING/180/id.pro.es.image.master/96/69/00/617947406.jpg,https://www.idealista.com/inmueble/83435226/
"calle de O'Donnell, Madrid, 25",2,es,{'typology': 'flat'},2351,Salamanca,True,RE-OD,1,False,False,True,False,False,40.421933,-3.6772599,Madrid,Goya,False,14,rent,,2500.0,17.0,83435178,flat,Madrid,3,True,150.0,good,"{'subtitle': 'Goya, Madrid', 'title': ""Piso en calle de O'Donnell, Madrid, 25""}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a1/c8/1c/617947498.jpg,https://www.idealista.com/inmueble/83435178/
barrio Chueca-Justicia,1,es,{'typology': 'flat'},866,Centro,True,MVH-A3012D,2,False,False,True,False,False,40.423646,-3.6996302,Madrid,Chueca-Justicia,False,22,rent,,1500.0,17.0,83435179,flat,Madrid,3,False,90.0,,"{'subtitle': 'Chueca-Justicia, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/81/6f/617945870.jpg,https://www.idealista.com/inmueble/83435179/
"calle de Béjar, Madrid",1,es,"{'typology': 'flat', 'subTypology': 'penthouse'}",3471,Salamanca,True,M-BE-28,3,False,False,True,False,False,40.43793,-3.6741432,Madrid,Guindalera,False,17,rent,,1050.0,30.0,83435152,penthouse,Madrid,1,False,35.0,good,"{'subtitle': 'Guindalera, Madrid', 'title': 'Ático en calle de Béjar, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f2/f1/6d/617945796.jpg,https://www.idealista.com/inmueble/83435152/
barrio Rejas,2,es,{'typology': 'flat'},11413,San Blas,True,662,3,False,False,True,False,False,40.4455888,-3.5747711,Madrid,Rejas,False,4,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1100.0,13.0,83435123,flat,Madrid,2,False,82.0,,"{'subtitle': 'Rejas, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/a9/29/617945001.jpg,https://www.idealista.com/inmueble/83435123/
calle de Hermosilla,1,es,{'typology': 'flat'},2354,Salamanca,False,ensa-ale-hermosilla,3,False,False,,False,False,40.4247984,-3.6784881,Madrid,Goya,False,23,rent,,1180.0,20.0,83435073,flat,Madrid,1,False,60.0,,"{'subtitle': 'Goya, Madrid', 'title': 'Piso en calle de Hermosilla'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/25/e3/617944261.jpg,https://www.idealista.com/inmueble/83435073/
"calle Arechavaleta, 26",1,es,{'typology': 'flat'},7260,Villaverde,True,3014,4,False,False,True,False,False,40.3516632,-3.6958944,Madrid,Los Ángeles,False,31,rent,,745.0,11.0,83435013,flat,Madrid,3,True,65.0,good,"{'subtitle': 'Los Ángeles, Madrid', 'title': 'Piso en calle Arechavaleta, 26'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/e7/e1/617943515.jpg,https://www.idealista.com/inmueble/83435013/
barrio Recoletos,1,es,"{'typology': 'flat', 'subTypology': 'studio'}",1994,Salamanca,False,L302B,3,False,False,True,False,False,40.4286917,-3.6866956,Madrid,Recoletos,False,11,rent,,950.0,26.0,83434995,studio,Madrid,0,False,36.0,good,"{'subtitle': 'Recoletos, Madrid', 'title': 'Estudio'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/40/b4/617943035.jpg,https://www.idealista.com/inmueble/83434995/
calle Sofía,2,es,{'typology': 'flat'},8898,San Blas,True,148-SV,1,False,False,True,False,False,40.4258443,-3.5997384,Madrid,Rosas,False,24,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1000.0,9.0,39052715,flat,Madrid,3,False,110.0,good,"{'subtitle': 'Rosas, Madrid', 'title': 'Piso en calle Sofía'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8c/75/a8/252948640.jpg,https://www.idealista.com/inmueble/39052715/
PEDRO DÍEZ,1,es,{'typology': 'flat'},3374,Carabanchel,True,LU023,4,False,False,True,True,False,40.3927329,-3.7286876,Madrid,San Isidro,False,31,rent,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",850.0,13.0,83434988,flat,Madrid,1,False,65.0,good,"{'subtitle': 'San Isidro, Madrid', 'title': 'Piso en PEDRO DÍEZ'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/42/0d/617943454.jpg,https://www.idealista.com/inmueble/83434988/
barrio Ibiza,3,es,{'typology': 'flat'},2391,Retiro,True,A-863,1,False,False,True,False,False,40.4224363,-3.6769476,Madrid,Ibiza,False,13,rent,,2800.0,14.0,83434950,flat,Madrid,3,False,198.0,,"{'subtitle': 'Ibiza, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/ff/27/617942175.jpg,https://www.idealista.com/inmueble/83434950/
barrio Goya,2,es,{'typology': 'flat'},2661,Salamanca,False,A-B830,bj,False,False,True,False,False,40.4240392,-3.674259,Madrid,Goya,False,10,rent,,2500.0,21.0,83434858,flat,Madrid,4,False,121.0,good,"{'subtitle': 'Goya, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/18/b6/617942107.jpg,https://www.idealista.com/inmueble/83434858/
barrio Bellas Vistas,1,es,{'typology': 'flat'},3494,Tetuán,True,ATA2745,1,False,False,False,True,False,40.4480732,-3.7052835,Madrid,Bellas Vistas,False,10,rent,,960.0,17.0,83434934,flat,Madrid,1,False,55.0,good,"{'subtitle': 'Bellas Vistas, Madrid', 'title': 'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/18/53/42/617942012.jpg,https://www.idealista.com/inmueble/83434934/
calle Granada,2,es,{'typology': 'flat'},2878,Retiro,True,DG-GRANADA1500,6,False,False,True,False,True,40.4011596,-3.6769297,Madrid,Pacífico,False,63,rent,,1500.0,15.0,83434927,flat,Madrid,3,False,97.0,good,"{'subtitle': 'Pacífico, Madrid', 'title': 'Piso en calle Granada'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/e4/aa/617941754.jpg,https://www.idealista.com/inmueble/83434927/
"calle de la Princesa, Madrid",2,es,{'typology': 'flat'},1416,Moncloa,True,G20548,4,False,False,True,False,False,40.42682,-3.71424,Madrid,Argüelles,False,23,rent,,1400.0,14.0,83434863,flat,Madrid,2,False,100.0,good,"{'subtitle': 'Argüelles, Madrid', 'title': 'Piso en calle de la Princesa, Madrid'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2e/18/f8/617940896.jpg,https://www.idealista.com/inmueble/83434863/
